experiment_id,config_name,ifeval_pct_change,harm_pct_change,display_name,mmlu_pro_pct_change,eq_bench_pct_change,gsm8k_pct_change,sum_decrease
layers_64:72-p0.5,role_trait,0.9055627425614433,-44.688261929641236,"Layers 64-71, 50th",1.4112903225806466,1.3446870819023853,1.12994350282486,4.791483649869335
layers_64:80-p0.5,role_trait,1.0349288486416495,-48.31069313827935,"Layers 64-79, 50th",1.108870967741941,1.3446870819023853,0.9039548022598878,4.392441700545864
layers_64:80-p0.25,role_trait,1.2936610608020738,-48.31069313827935,"Layers 64-79, 25th",0.8064516129032355,1.2244233759554544,0.7909604519774018,4.115496501638166
layers_60:76-p0.25,role_trait,0.776196636481237,-47.05677464298154,"Layers 60-75, 25th",0.7056451612903233,1.5379344344799357,1.016949152542374,4.03672538479387
layers_64:80-p0.75,role_trait,0.9055627425614433,-45.10623476140718,"Layers 64-79, 75th",1.0080645161290445,1.1000781852216905,0.7909604519774018,3.80466589588958
layers_64:72-p0.01,role_trait,0.3880983182406185,-51.65447579240683,"Layers 64-71, 1st",0.9072580645161322,1.4587809888202221,0.7909604519774018,3.5450978235543746
layers_48:72-p0.75,role_trait,0.6468305304010309,-50.1219087425984,"Layers 48-71, 75th",0.3024193548387212,1.5415087143307213,1.016949152542374,3.5077077521128475
layers_44:68-p0.75,role_trait,0.3880983182406185,-51.2365029606409,"Layers 44-67, 75th",0.5040322580645301,1.5379344344799357,0.9039548022598878,3.3340198130449723
layers_52:76-p0.25,role_trait,0.25873221216041237,-52.21177290142806,"Layers 52-75, 25th",1.0080645161290445,1.465167822908819,0.56497175141243,3.296936302610706
layers_52:76-p0.75,role_trait,0.25873221216041237,-46.91745036572622,"Layers 52-75, 75th",0.8064516129032355,1.4147456286885973,0.7909604519774018,3.2708899057296468
layers_52:68-p0.25,role_trait,0.12936610608020618,-53.60501567398119,"Layers 52-67, 25th",1.0080645161290445,1.1143621972797495,0.9039548022598878,3.155747621748888
layers_56:80-p0.75,role_trait,0.776196636481237,-44.130964820619994,"Layers 56-79, 75th",0.7056451612903233,1.423840527562099,0.22598870056497194,3.131671025898631
layers_64:72-p0.75,role_trait,0.776196636481237,-46.91745036572622,"Layers 64-71, 75th",0.5040322580645301,1.1000781852216905,0.6779661016949159,3.058273181462374
layers_64:72-p0.25,role_trait,0.5174644243208247,-48.032044583768716,"Layers 64-71, 25th",0.20161290322580888,1.2528644575183845,1.016949152542374,2.988890937607392
layers_60:68-p0.25,role_trait,0.5174644243208247,-46.6388018112156,"Layers 60-67, 25th",0.10080645161291228,1.528839535606434,0.7909604519774018,2.9380708635175727
layers_60:68-p0.75,role_trait,1.0349288486416495,-44.2702890978753,"Layers 60-67, 75th",-0.10080645161289661,1.3760532633097229,0.56497175141243,2.8751474117509055
layers_56:72-p0.75,role_trait,0.6468305304010309,-47.89272030651341,"Layers 56-71, 75th",0.10080645161291228,1.366958364436221,0.6779661016949159,2.7925614481450802
layers_56:80-p0.25,role_trait,0.25873221216041237,-52.35109717868338,"Layers 56-79, 25th",0.0,1.3889394770935126,1.12994350282486,2.777615192078785
layers_60:76-p0.75,role_trait,0.776196636481237,-45.80285614768373,"Layers 60-75, 75th",-0.10080645161289661,1.366958364436221,0.6779661016949159,2.7203146509994776
layers_68:76-p0.01,role_trait,0.3880983182406185,-53.60501567398119,"Layers 68-75, 1st",-0.20161290322579323,1.1275385809400837,1.3559322033898318,2.6699561993447407
layers_64:80-p0.01,role_trait,0.12936610608020618,-54.16231278300244,"Layers 64-79, 1st",-0.4032258064516021,1.5470293333534373,1.3559322033898318,2.629101836371873
layers_48:72-p0.5,role_trait,0.3880983182406185,-52.90839428770463,"Layers 48-71, 50th",0.5040322580645301,1.1919008096056745,0.4519774011299439,2.5360087870407666
layers_56:64-p0.5,role_trait,0.5174644243208247,-48.45001741553466,"Layers 56-63, 50th",1.108870967741941,0.6100300402059649,0.22598870056497194,2.4623541328337026
layers_60:76-p0.5,role_trait,0.776196636481237,-47.89272030651341,"Layers 60-75, 50th",-0.20161290322579323,1.2842306389257392,0.56497175141243,2.423786123593613
layers_52:68-p0.75,role_trait,0.9055627425614433,-50.81853012887495,"Layers 52-67, 75th",-0.4032258064516021,1.2426131737024575,0.6779661016949159,2.4229162115072143
layers_56:72-p0.01,role_trait,-0.12936610608020618,-55.13758272378963,"Layers 56-71, 1st",0.8064516129032355,1.5067852881320833,0.22598870056497194,2.4098594955200845
layers_52:76-p0.01,role_trait,0.0,-55.69487983281087,"Layers 52-75, 1st",0.0,1.281305539081332,1.016949152542374,2.298254691623706
layers_52:68-p0.5,role_trait,0.6468305304010309,-51.2365029606409,"Layers 52-67, 50th",-0.3024193548387055,1.0493658211249244,0.9039548022598878,2.2977317989471375
layers_56:72-p0.5,role_trait,0.5174644243208247,-52.072448624172765,"Layers 56-71, 50th",-0.5040322580645143,1.2968998176500093,0.9039548022598878,2.214286786166207
layers_52:76-p0.5,role_trait,0.776196636481237,-52.490421455938694,"Layers 52-75, 50th",-0.8064516129032199,1.305994716523511,0.9039548022598878,2.179694542361416
layers_60:68-p0.01,role_trait,0.0,-53.04771856495994,"Layers 60-67, 1st",0.7056451612903233,0.9046937618571779,0.56497175141243,2.175310674559931
layers_56:72-p0.25,role_trait,0.6468305304010309,-50.1219087425984,"Layers 56-71, 25th",-0.5040322580645143,1.2351725189522473,0.6779661016949159,2.05593689298368
layers_68:76-p0.25,role_trait,0.3880983182406185,-49.843260188087775,"Layers 68-75, 25th",-0.20161290322579323,1.1493026585378727,0.6779661016949159,2.0137541752476142
layers_44:52-p0.25,role_trait,0.776196636481237,-50.95785440613027,"Layers 44-51, 25th",1.0080645161290445,-0.25637244954959865,0.4519774011299439,1.9798661041906267
layers_52:68-p0.01,role_trait,0.25873221216041237,-58.620689655172406,"Layers 52-67, 1st",0.10080645161291228,1.2153284770819526,0.33898305084745795,1.913850191702735
layers_44:68-p0.25,role_trait,0.5174644243208247,-50.95785440613027,"Layers 44-67, 25th",-0.10080645161289661,0.9874214873676601,0.4519774011299439,1.856056861205532
layers_68:76-p0.5,role_trait,0.5174644243208247,-46.36015325670498,"Layers 68-75, 50th",0.0,1.1053067091957847,0.22598870056497194,1.8487598340815814
layers_40:80-p0.75,role_trait,0.3880983182406185,-47.61407175200279,"Layers 40-79, 75th",-0.5040322580645143,1.366958364436221,0.56497175141243,1.8159961760247552
layers_56:64-p0.75,role_trait,0.6468305304010309,-48.31069313827935,"Layers 56-63, 75th",0.0,0.48662419935515827,0.6779661016949159,1.811420831451105
layers_56:80-p0.5,role_trait,0.3880983182406185,-48.8679902473006,"Layers 56-79, 50th",0.0,1.2968998176500093,0.11299435028248597,1.7979924861731138
layers_48:64-p0.5,role_trait,0.776196636481237,-50.679205851619635,"Layers 48-63, 50th",0.6048387096774266,0.30247174565112683,0.11299435028248597,1.7965014420922765
layers_68:76-p0.75,role_trait,0.5174644243208247,-44.54893765238593,"Layers 68-75, 75th",-0.10080645161289661,1.1144016080692865,0.22598870056497194,1.7570482813421866
