rank,feature_id,token,all_mean_base,all_mean_chat,all_mean_diff,all_mean_ratio,model_type,sae_layer,sae_trainer
28,18091,asst,0.1704687476158142,0.373171865940094,0.20270311832427979,2.1890925530884537,llama,15,32x
37,50480,newline,0.0033281249925494194,0.2057500034570694,0.2024218738079071,61.821597421273594,llama,15,32x
38,9698,newline,0.0,0.2004687488079071,0.2004687488079071,inf,llama,15,32x
29,69316,asst,0.0,0.19895312190055847,0.19895312190055847,inf,llama,15,32x
30,111602,asst,0.0,0.1978124976158142,0.1978124976158142,inf,llama,15,32x
31,33241,asst,0.0,0.19029687345027924,0.19029687345027924,inf,llama,15,32x
32,28714,asst,0.0021562499459832907,0.191468745470047,0.18931250274181366,88.79710157290398,llama,15,32x
33,104510,asst,0.0,0.18876563012599945,0.18876563012599945,inf,llama,15,32x
31,112606,endheader,0.0,0.1842343807220459,0.1842343807220459,inf,llama,15,32x
32,64921,endheader,0.0,0.1842031180858612,0.1842031180858612,inf,llama,15,32x
39,11060,newline,0.0,0.18159374594688416,0.18159374594688416,inf,llama,15,32x
40,8295,newline,0.0026875000912696123,0.18382813036441803,0.18114063143730164,68.40116246380296,llama,15,32x
41,72614,newline,0.0,0.18107812106609344,0.18107812106609344,inf,llama,15,32x
42,16668,newline,0.43629688024520874,0.6097343564033508,0.1734374761581421,1.3975216968332809,llama,15,32x
34,91492,asst,0.0,0.17303906381130219,0.17303906381130219,inf,llama,15,32x
43,60067,newline,0.0,0.17210938036441803,0.17210938036441803,inf,llama,15,32x
35,127594,asst,0.0,0.16856250166893005,0.16856250166893005,inf,llama,15,32x
44,40446,newline,0.0,0.16754686832427979,0.16754686832427979,inf,llama,15,32x
45,4626,newline,0.002406249986961484,0.16832812130451202,0.1659218668937683,69.95454429781422,llama,15,32x
46,61794,newline,0.0,0.1658906191587448,0.1658906191587448,inf,llama,15,32x
36,45649,asst,0.006656249985098839,0.16904687881469727,0.16239063441753387,25.396714244978448,llama,15,32x
37,76143,asst,0.0,0.16148437559604645,0.16148437559604645,inf,llama,15,32x
33,104510,endheader,0.0,0.1608593761920929,0.1608593761920929,inf,llama,15,32x
47,62957,newline,0.0,0.16063281893730164,0.16063281893730164,inf,llama,15,32x
48,97281,newline,0.0,0.16053906083106995,0.16053906083106995,inf,llama,15,32x
34,44097,endheader,0.0,0.15800000727176666,0.15800000727176666,inf,llama,15,32x
49,16773,newline,0.0,0.15737499296665192,0.15737499296665192,inf,llama,15,32x
38,64416,asst,0.0,0.15296874940395355,0.15296874940395355,inf,llama,15,32x
35,8064,endheader,0.0,0.15251561999320984,0.15251561999320984,inf,llama,15,32x
39,44097,asst,0.0,0.14854687452316284,0.14854687452316284,inf,llama,15,32x
36,34433,endheader,0.05989062413573265,0.20670312643051147,0.14681249856948853,3.4513436687861434,llama,15,32x
50,115460,newline,0.0,0.1463906317949295,0.1463906317949295,inf,llama,15,32x
51,51520,newline,0.009328125044703484,0.15543749928474426,0.14610937237739563,16.663316426381076,llama,15,32x
52,104450,newline,0.006937500089406967,0.1528906226158142,0.14595311880111694,22.03828766060364,llama,15,32x
53,19923,newline,0.0,0.1456875056028366,0.1456875056028366,inf,llama,15,32x
54,80751,newline,0.0,0.14428125321865082,0.14428125321865082,inf,llama,15,32x
55,7060,newline,0.0,0.1437343806028366,0.1437343806028366,inf,llama,15,32x
37,48638,endheader,0.02823437564074993,0.17195312678813934,0.14371874928474426,6.090204684390609,llama,15,32x
40,31178,asst,0.0,0.14310938119888306,0.14310938119888306,inf,llama,15,32x
41,66988,asst,0.0,0.14237500727176666,0.14237500727176666,inf,llama,15,32x
42,54508,asst,0.0,0.14174999296665192,0.14174999296665192,inf,llama,15,32x
56,57962,newline,0.002406249986961484,0.14276562631130219,0.14035937190055847,59.3311696976177,llama,15,32x
57,49065,newline,0.0,0.1354999989271164,0.1354999989271164,inf,llama,15,32x
38,64416,endheader,0.0020000000949949026,0.1373281180858612,0.13532811403274536,68.66405578156295,llama,15,32x
39,106277,endheader,0.0022031250409781933,0.13267187774181366,0.13046875596046448,60.2198582804483,llama,15,32x
43,58488,asst,0.002437500050291419,0.13249999284744263,0.13006249070167542,54.358970303037076,llama,15,32x
58,64416,newline,0.006687500048428774,0.13603125512599945,0.12934374809265137,20.34112211452768,llama,15,32x
59,83893,newline,0.02826562523841858,0.15757812559604645,0.12931250035762787,5.574903235533831,llama,15,32x
60,55599,newline,0.0,0.12746094167232513,0.12746094167232513,inf,llama,15,32x
61,52794,newline,0.0,0.12696875631809235,0.12696875631809235,inf,llama,15,32x
40,50480,endheader,0.01939062587916851,0.14265625178813934,0.12326562404632568,7.356969943987006,llama,15,32x
41,126849,endheader,0.0,0.12192187458276749,0.12192187458276749,inf,llama,15,32x
62,25018,newline,0.0,0.12060937285423279,0.12060937285423279,inf,llama,15,32x
63,12214,newline,0.0,0.11806250363588333,0.11806250363588333,inf,llama,15,32x
42,40446,endheader,0.0,0.11778125166893005,0.11778125166893005,inf,llama,15,32x
43,80751,endheader,0.0,0.11601562798023224,0.11601562798023224,inf,llama,15,32x
44,31178,endheader,0.0020000000949949026,0.11729687452316284,0.1152968779206276,58.64843447593026,llama,15,32x
64,123453,newline,0.013249999843537807,0.12849999964237213,0.11524999886751175,9.698113295076242,llama,15,32x
65,52260,newline,0.007453124970197678,0.11901562660932541,0.11156250536441803,15.968553738898166,llama,15,32x
66,107785,newline,0.030421875417232513,0.1417812556028366,0.1113593801856041,4.660503458722483,llama,15,32x
45,20356,endheader,0.0,0.11053124815225601,0.11053124815225601,inf,llama,15,32x
67,32856,newline,0.0,0.10859374701976776,0.10859374701976776,inf,llama,15,32x
68,77108,newline,0.0,0.10751562565565109,0.10751562565565109,inf,llama,15,32x
44,21884,asst,0.008734375238418579,0.11595312505960464,0.10721874982118607,13.275491594359162,llama,15,32x
45,33209,asst,0.011046875268220901,0.11754687130451202,0.10649999976158142,10.640734909234016,llama,15,32x
46,83893,endheader,0.0,0.10609374940395355,0.10609374940395355,inf,llama,15,32x
47,60231,asst,0.0,0.10529687255620956,0.10529687255620956,inf,llama,15,32x
46,74684,asst,0.0,0.10529687255620956,0.10529687255620956,inf,llama,15,32x
69,6015,newline,0.0023125000298023224,0.10698437690734863,0.10467188060283661,46.263513742092314,llama,15,32x
70,21578,newline,0.0,0.10301562398672104,0.10301562398672104,inf,llama,15,32x
47,22324,endheader,0.0,0.10267187654972076,0.10267187654972076,inf,llama,15,32x
48,8752,asst,0.0,0.10124218463897705,0.10124218463897705,inf,llama,15,32x
71,121035,newline,0.0,0.09978125244379044,0.09978125244379044,inf,llama,15,32x
49,3551,asst,0.0,0.09942187368869781,0.09942187368869781,inf,llama,15,32x
48,51310,endheader,0.0,0.09940624982118607,0.09940624982118607,inf,llama,15,32x
72,56534,newline,0.0023437500931322575,0.09793750196695328,0.09559375047683716,41.786665845447146,llama,15,32x
73,125478,newline,0.0,0.09551562368869781,0.09551562368869781,inf,llama,15,32x
50,8064,asst,0.0021093750838190317,0.09685937315225601,0.09474999457597733,45.91851581791312,llama,15,32x
49,82169,endheader,0.0,0.09446875005960464,0.09446875005960464,inf,llama,15,32x
74,125151,newline,0.002296874998137355,0.09456250071525574,0.09226562827825546,41.17006837200151,llama,15,32x
75,43997,newline,0.0,0.09067187458276749,0.09067187458276749,inf,llama,15,32x
76,59758,newline,0.002031249925494194,0.0924687534570694,0.09043750166893005,45.52308029479541,llama,15,32x
77,81646,newline,0.0,0.08970312774181366,0.08970312774181366,inf,llama,15,32x
78,49527,newline,0.0,0.08942187577486038,0.08942187577486038,inf,llama,15,32x
79,44097,newline,0.0,0.08929687738418579,0.08929687738418579,inf,llama,15,32x
80,19618,newline,0.03265624865889549,0.1216718778014183,0.08901563286781311,3.725837559369366,llama,15,32x
81,79176,newline,0.0,0.08885937184095383,0.08885937184095383,inf,llama,15,32x
82,29859,newline,0.0,0.0885937511920929,0.0885937511920929,inf,llama,15,32x
50,90391,endheader,0.0,0.08770312368869781,0.08770312368869781,inf,llama,15,32x
83,126530,newline,0.0,0.08745312690734863,0.08745312690734863,inf,llama,15,32x
84,122025,newline,0.00232812506146729,0.08831249922513962,0.08598437160253525,37.932884571708136,llama,15,32x
85,17719,newline,0.024046875536441803,0.1100156232714653,0.0859687477350235,4.575048559000619,llama,15,32x
86,77114,newline,0.026656249538064003,0.11199218779802322,0.08533594012260437,4.201348266870892,llama,15,32x
87,95198,newline,0.0,0.0852031260728836,0.0852031260728836,inf,llama,15,32x
88,51689,newline,0.0,0.08493749797344208,0.08493749797344208,inf,llama,15,32x
89,39130,newline,0.0,0.08473437279462814,0.08473437279462814,inf,llama,15,32x
90,9440,newline,0.004031249787658453,0.08812499791383743,0.08409374952316284,21.860465750256758,llama,15,32x
91,46632,newline,0.002406249986961484,0.0852031260728836,0.08279687911272049,35.409091546832464,llama,15,32x
51,72685,endheader,0.0,0.08053906261920929,0.08053906261920929,inf,llama,15,32x
92,38310,newline,0.0,0.08049999922513962,0.08049999922513962,inf,llama,15,32x
93,100599,newline,0.002578125102445483,0.08285155892372131,0.08027343451976776,32.13636097221674,llama,15,32x
94,105737,newline,0.0,0.08011718839406967,0.08011718839406967,inf,llama,15,32x
95,79186,newline,0.0,0.07999999821186066,0.07999999821186066,inf,llama,15,32x
96,94160,newline,0.0,0.07975000143051147,0.07975000143051147,inf,llama,15,32x
52,57962,endheader,0.0,0.07901562750339508,0.07901562750339508,inf,llama,15,32x
53,4626,endheader,0.0,0.0784921869635582,0.0784921869635582,inf,llama,15,32x
97,5711,newline,0.0,0.07821875065565109,0.07821875065565109,inf,llama,15,32x
54,109494,endheader,0.0,0.0761406272649765,0.0761406272649765,inf,llama,15,32x
98,45746,newline,0.1672656238079071,0.2433437556028366,0.0760781317949295,1.4548342334961781,llama,15,32x
99,32983,newline,0.0,0.07540625333786011,0.07540625333786011,inf,llama,15,32x
55,91492,endheader,0.0,0.07530468702316284,0.07530468702316284,inf,llama,15,32x
100,42588,newline,0.0,0.07518749684095383,0.07518749684095383,inf,llama,15,32x
56,46632,endheader,0.0,0.07515624910593033,0.07515624910593033,inf,llama,15,32x
57,80420,endheader,0.0,0.07503125071525574,0.07503125071525574,inf,llama,15,32x
58,127826,endheader,0.0,0.07320312410593033,0.07320312410593033,inf,llama,15,32x
59,31918,endheader,0.00459374999627471,0.07271093875169754,0.0681171864271164,15.828231577831248,llama,15,32x
51,45719,asst,0.0,0.0657656267285347,0.0657656267285347,inf,llama,15,32x
60,58462,endheader,0.0,0.06490624696016312,0.06490624696016312,inf,llama,15,32x
61,125478,endheader,0.0,0.06390625238418579,0.06390625238418579,inf,llama,15,32x
62,16773,endheader,0.0,0.06376562267541885,0.06376562267541885,inf,llama,15,32x
52,122355,asst,0.0,0.06334374845027924,0.06334374845027924,inf,llama,15,32x
63,47673,endheader,0.0019687500316649675,0.0644843727350235,0.06251562386751175,32.75396657669598,llama,15,32x
53,2404,asst,0.0,0.06210937350988388,0.06210937350988388,inf,llama,15,32x
54,72614,asst,0.0,0.06092187389731407,0.06092187389731407,inf,llama,15,32x
64,9440,endheader,0.0,0.06070312485098839,0.06070312485098839,inf,llama,15,32x
65,57553,endheader,0.0,0.05999999865889549,0.05999999865889549,inf,llama,15,32x
66,109011,endheader,0.0,0.05912499874830246,0.05912499874830246,inf,llama,15,32x
67,98258,endheader,0.0,0.057890623807907104,0.057890623807907104,inf,llama,15,32x
55,118706,asst,0.0,0.057664062827825546,0.057664062827825546,inf,llama,15,32x
68,126977,endheader,0.0,0.057609375566244125,0.057609375566244125,inf,llama,15,32x
56,37966,asst,0.0,0.05573437362909317,0.05573437362909317,inf,llama,15,32x
69,108350,endheader,0.4104687571525574,0.46549999713897705,0.05503123998641968,1.134069253816476,llama,15,32x
57,119477,asst,0.005406249780207872,0.05885937437415123,0.053453125059604645,10.887283563854881,llama,15,32x
70,72914,endheader,0.0,0.05299999937415123,0.05299999937415123,inf,llama,15,32x
58,112168,asst,0.0,0.052546873688697815,0.052546873688697815,inf,llama,15,32x
59,34817,asst,0.0,0.052281249314546585,0.052281249314546585,inf,llama,15,32x
71,79746,endheader,0.0,0.051734376698732376,0.051734376698732376,inf,llama,15,32x
72,37237,endheader,0.0,0.051640626043081284,0.051640626043081284,inf,llama,15,32x
73,21578,endheader,0.0,0.05126562342047691,0.05126562342047691,inf,llama,15,32x
74,69510,endheader,0.0,0.05103125050663948,0.05103125050663948,inf,llama,15,32x
75,129143,endheader,0.0,0.05062500014901161,0.05062500014901161,inf,llama,15,32x
60,73851,asst,0.0,0.05025000125169754,0.05025000125169754,inf,llama,15,32x
61,117134,asst,0.0,0.0487968735396862,0.0487968735396862,inf,llama,15,32x
62,114525,asst,0.2247031182050705,0.27168750762939453,0.046984389424324036,1.2090954046371745,llama,15,32x
63,48638,asst,0.009671875275671482,0.05557812377810478,0.045906249433755875,5.7463648148881035,llama,15,32x
64,19807,asst,0.0,0.04545312374830246,0.04545312374830246,inf,llama,15,32x
76,95198,endheader,0.0,0.044343750923871994,0.044343750923871994,inf,llama,15,32x
77,124765,endheader,0.0,0.04401562362909317,0.04401562362909317,inf,llama,15,32x
78,117705,endheader,0.0,0.04248437657952309,0.04248437657952309,inf,llama,15,32x
79,52873,endheader,0.0,0.04218750074505806,0.04218750074505806,inf,llama,15,32x
80,69429,endheader,0.0,0.04193750023841858,0.04193750023841858,inf,llama,15,32x
81,76096,endheader,0.0,0.04182812571525574,0.04182812571525574,inf,llama,15,32x
82,32418,endheader,0.0,0.04142187535762787,0.04142187535762787,inf,llama,15,32x
83,10868,endheader,0.0,0.04139062389731407,0.04139062389731407,inf,llama,15,32x
84,1393,endheader,0.0,0.04062499850988388,0.04062499850988388,inf,llama,15,32x
85,11904,endheader,0.004968749824911356,0.04540624842047691,0.040437497198581696,9.138364784000164,llama,15,32x
86,41071,endheader,0.0,0.04018750041723251,0.04018750041723251,inf,llama,15,32x
87,64497,endheader,0.0,0.039390623569488525,0.039390623569488525,inf,llama,15,32x
88,61794,endheader,0.0,0.03935937583446503,0.03935937583446503,inf,llama,15,32x
89,98561,endheader,0.004562499932944775,0.043671876192092896,0.039109375327825546,9.571918210178636,llama,15,32x
65,32436,asst,0.0035468749701976776,0.04257812350988388,0.0390312485396862,12.004404967088783,llama,15,32x
90,18431,endheader,0.0,0.03890625014901161,0.03890625014901161,inf,llama,15,32x
66,16113,asst,0.0,0.038624998182058334,0.038624998182058334,inf,llama,15,32x
67,65718,asst,0.0,0.03812500089406967,0.03812500089406967,inf,llama,15,32x
91,29271,endheader,0.0,0.0371406264603138,0.0371406264603138,inf,llama,15,32x
68,94768,asst,0.0,0.03712499886751175,0.03712499886751175,inf,llama,15,32x
92,23056,endheader,0.0,0.03670312464237213,0.03670312464237213,inf,llama,15,32x
69,106091,asst,0.0,0.03618749976158142,0.03618749976158142,inf,llama,15,32x
70,81579,asst,0.008859374560415745,0.04501562565565109,0.03615625202655792,5.081129073917227,llama,15,32x
93,81442,endheader,0.0,0.035468749701976776,0.035468749701976776,inf,llama,15,32x
94,68776,endheader,0.0,0.03500000014901161,0.03500000014901161,inf,llama,15,32x
95,45274,endheader,0.0,0.03500000014901161,0.03500000014901161,inf,llama,15,32x
96,81088,endheader,0.0,0.034882813692092896,0.034882813692092896,inf,llama,15,32x
97,112168,endheader,0.0,0.03473437577486038,0.03473437577486038,inf,llama,15,32x
71,77114,asst,0.01901562511920929,0.05339062586426735,0.03437500074505806,2.8077239391058972,llama,15,32x
98,65072,endheader,0.0,0.034312501549720764,0.034312501549720764,inf,llama,15,32x
99,77114,endheader,0.01678125001490116,0.050343748182058334,0.033562496304512024,2.999999889004386,llama,15,32x
100,96476,endheader,0.0,0.03348437324166298,0.03348437324166298,inf,llama,15,32x
72,58298,asst,0.0,0.033406250178813934,0.033406250178813934,inf,llama,15,32x
73,16912,asst,0.0,0.033195313066244125,0.033195313066244125,inf,llama,15,32x
74,64140,asst,0.0,0.030249999836087227,0.030249999836087227,inf,llama,15,32x
75,22324,asst,0.0,0.0299687497317791,0.0299687497317791,inf,llama,15,32x
76,4680,asst,0.006812499836087227,0.03481249883770943,0.0279999990016222,5.11009169545963,llama,15,32x
77,4538,asst,0.0,0.027937499806284904,0.027937499806284904,inf,llama,15,32x
78,71868,asst,0.0,0.027828125283122063,0.027828125283122063,inf,llama,15,32x
79,125478,asst,0.0,0.02642187476158142,0.02642187476158142,inf,llama,15,32x
80,12426,asst,0.0,0.026078125461935997,0.026078125461935997,inf,llama,15,32x
81,95198,asst,0.0,0.023250000551342964,0.023250000551342964,inf,llama,15,32x
82,125790,asst,0.0027343749534338713,0.025609375908970833,0.022875001654028893,9.365714777635077,llama,15,32x
83,129622,asst,0.0,0.02174999937415123,0.02174999937415123,inf,llama,15,32x
84,128427,asst,0.004218750167638063,0.025187499821186066,0.02096875011920929,5.9703700907436525,llama,15,32x
85,90736,asst,0.0,0.02059374935925007,0.02059374935925007,inf,llama,15,32x
86,82318,asst,0.0,0.018953125923871994,0.018953125923871994,inf,llama,15,32x
87,45274,asst,0.01190625037997961,0.030249999836087227,0.01834375038743019,2.540682319847118,llama,15,32x
88,104758,asst,0.0,0.01678125001490116,0.01678125001490116,inf,llama,15,32x
89,1967,asst,0.0,0.016046874225139618,0.016046874225139618,inf,llama,15,32x
90,12209,asst,0.03398437425494194,0.04984375089406967,0.01585937663912773,1.4666667251294614,llama,15,32x
91,64497,asst,0.0,0.015718750655651093,0.015718750655651093,inf,llama,15,32x
92,50480,asst,0.0073906248435378075,0.022296875715255737,0.01490625087171793,3.0169134798868344,llama,15,32x
93,36867,asst,0.005874999798834324,0.020625000819563866,0.014750001020729542,3.510638557580229,llama,15,32x
94,52747,asst,0.0,0.01431250013411045,0.01431250013411045,inf,llama,15,32x
95,39784,asst,0.003343750024214387,0.01693749986588955,0.013593750074505806,5.0654204839576815,llama,15,32x
96,56862,asst,0.0,0.012875000014901161,0.012875000014901161,inf,llama,15,32x
97,24340,asst,0.0,0.012859375216066837,0.012859375216066837,inf,llama,15,32x
98,94036,asst,0.006562499795109034,0.018078124150633812,0.011515624821186066,2.7547618613424203,llama,15,32x
99,9088,asst,0.0,0.011031249538064003,0.011031249538064003,inf,llama,15,32x
100,126067,asst,0.0,0.010953124612569809,0.010953124612569809,inf,llama,15,32x
