rank,feature_id,token,sparsity_base,sparsity_chat,sparsity_diff,sparsity_ratio,model_type,sae_layer,sae_trainer
28,112606,endheader,0.0,0.06300000101327896,0.06300000101327896,inf,llama,15,32x
35,54508,asst,0.0,0.06300000101327896,0.06300000101327896,inf,llama,15,32x
29,128735,endheader,0.03400000184774399,0.09600000083446503,0.06199999898672104,2.8235292828619345,llama,15,32x
30,48638,endheader,0.010999999940395355,0.0729999989271164,0.06199999898672104,6.636363574788589,llama,15,32x
38,11904,newline,0.17100000381469727,0.23199999332427979,0.06099998950958252,1.3567250768934758,llama,15,32x
31,34433,endheader,0.012000000104308128,0.07100000232458115,0.05900000035762787,5.916666808952058,llama,15,32x
39,40446,newline,0.0,0.05900000035762787,0.05900000035762787,inf,llama,15,32x
40,7060,newline,0.0,0.05900000035762787,0.05900000035762787,inf,llama,15,32x
36,91492,asst,0.0,0.05900000035762787,0.05900000035762787,inf,llama,15,32x
38,76143,asst,0.0,0.057999998331069946,0.057999998331069946,inf,llama,15,32x
32,44097,endheader,0.0,0.057999998331069946,0.057999998331069946,inf,llama,15,32x
37,44097,asst,0.0,0.057999998331069946,0.057999998331069946,inf,llama,15,32x
41,64921,newline,0.009999999776482582,0.06700000166893005,0.05700000375509262,6.700000316649683,llama,15,32x
44,104450,newline,0.0010000000474974513,0.05700000002980232,0.0560000017285347,56.999997322447726,llama,15,32x
43,80751,newline,0.0,0.0560000017285347,0.0560000017285347,inf,llama,15,32x
42,97281,newline,0.0,0.0560000017285347,0.0560000017285347,inf,llama,15,32x
39,58488,asst,0.0010000000474974513,0.0560000017285347,0.055000003427267075,55.99999906867747,llama,15,32x
40,66988,asst,0.0,0.052000001072883606,0.052000001072883606,inf,llama,15,32x
33,126849,endheader,0.0,0.052000001072883606,0.052000001072883606,inf,llama,15,32x
45,49065,newline,0.0,0.052000001072883606,0.052000001072883606,inf,llama,15,32x
46,55599,newline,0.0,0.050999999046325684,0.050999999046325684,inf,llama,15,32x
34,80751,endheader,0.0,0.05000000074505806,0.05000000074505806,inf,llama,15,32x
47,62957,newline,0.0,0.05000000074505806,0.05000000074505806,inf,llama,15,32x
35,64921,endheader,0.0,0.05000000074505806,0.05000000074505806,inf,llama,15,32x
36,40446,endheader,0.0,0.04899999871850014,0.04899999871850014,inf,llama,15,32x
48,60067,newline,0.0,0.04800000041723251,0.04800000041723251,inf,llama,15,32x
37,20356,endheader,0.0,0.04800000041723251,0.04800000041723251,inf,llama,15,32x
41,33209,asst,0.004000000189989805,0.052000001072883606,0.04800000041723251,12.99999965075405,llama,15,32x
49,4626,newline,0.0010000000474974513,0.04899999871850014,0.04800000041723251,48.999996391125194,llama,15,32x
42,21884,asst,0.003000000026077032,0.05000000074505806,0.04700000211596489,16.666666770146954,llama,15,32x
43,8752,asst,0.0,0.04699999839067459,0.04699999839067459,inf,llama,15,32x
50,19923,newline,0.0,0.04600000008940697,0.04600000008940697,inf,llama,15,32x
38,106277,endheader,0.0010000000474974513,0.04699999839067459,0.04600000008940697,46.999996158294564,llama,15,32x
51,12214,newline,0.0,0.04500000178813934,0.04500000178813934,inf,llama,15,32x
39,50480,endheader,0.00800000037997961,0.05299999937415123,0.044999998062849045,6.6249996070983075,llama,15,32x
44,3551,asst,0.0,0.04399999976158142,0.04399999976158142,inf,llama,15,32x
52,61794,newline,0.0,0.0430000014603138,0.0430000014603138,inf,llama,15,32x
45,60231,asst,0.0,0.0430000014603138,0.0430000014603138,inf,llama,15,32x
40,51310,endheader,0.0,0.0430000014603138,0.0430000014603138,inf,llama,15,32x
53,57962,newline,0.0010000000474974513,0.04399999976158142,0.0430000014603138,43.99999767169368,llama,15,32x
41,64416,endheader,0.0010000000474974513,0.0430000014603138,0.04200000315904617,42.99999941792342,llama,15,32x
42,8064,endheader,0.0,0.041999999433755875,0.041999999433755875,inf,llama,15,32x
43,22324,endheader,0.0,0.04100000113248825,0.04100000113248825,inf,llama,15,32x
55,25018,newline,0.0,0.04100000113248825,0.04100000113248825,inf,llama,15,32x
54,77108,newline,0.0,0.04100000113248825,0.04100000113248825,inf,llama,15,32x
56,107785,newline,0.008999999612569809,0.04899999871850014,0.03999999910593033,5.444444536426925,llama,15,32x
46,64416,asst,0.0,0.03999999910593033,0.03999999910593033,inf,llama,15,32x
57,56534,newline,0.0010000000474974513,0.03999999910593033,0.039000000804662704,39.99999720603241,llama,15,32x
47,74684,asst,0.0,0.039000000804662704,0.039000000804662704,inf,llama,15,32x
59,64416,newline,0.003000000026077032,0.04100000113248825,0.03800000250339508,13.66666692536738,llama,15,32x
58,6015,newline,0.0010000000474974513,0.039000000804662704,0.03800000250339508,38.99999895226215,llama,15,32x
60,79176,newline,0.0,0.03799999877810478,0.03799999877810478,inf,llama,15,32x
61,128735,newline,0.0820000022649765,0.11999999731779099,0.037999995052814484,1.4634145610145293,llama,15,32x
44,49449,endheader,0.006000000052154064,0.0430000014603138,0.03700000047683716,7.166666847757166,llama,15,32x
63,123453,newline,0.006000000052154064,0.0430000014603138,0.03700000047683716,7.166666847757166,llama,15,32x
62,16773,newline,0.0,0.03700000047683716,0.03700000047683716,inf,llama,15,32x
45,90391,endheader,0.0,0.03700000047683716,0.03700000047683716,inf,llama,15,32x
64,52260,newline,0.0020000000949949026,0.03799999877810478,0.035999998450279236,18.999998486600887,llama,15,32x
65,29859,newline,0.0,0.035999998450279236,0.035999998450279236,inf,llama,15,32x
66,52794,newline,0.0,0.035999998450279236,0.035999998450279236,inf,llama,15,32x
48,8064,asst,0.0010000000474974513,0.035999998450279236,0.03500000014901161,35.999996740371145,llama,15,32x
67,9440,newline,0.0010000000474974513,0.035999998450279236,0.03500000014901161,35.999996740371145,llama,15,32x
68,121035,newline,0.0,0.03400000184774399,0.03400000184774399,inf,llama,15,32x
69,39130,newline,0.0,0.03400000184774399,0.03400000184774399,inf,llama,15,32x
70,38310,newline,0.0,0.03400000184774399,0.03400000184774399,inf,llama,15,32x
71,51689,newline,0.0,0.03400000184774399,0.03400000184774399,inf,llama,15,32x
72,126530,newline,0.0,0.032999999821186066,0.032999999821186066,inf,llama,15,32x
73,43997,newline,0.0,0.032999999821186066,0.032999999821186066,inf,llama,15,32x
74,62795,newline,0.0,0.032999999821186066,0.032999999821186066,inf,llama,15,32x
75,44097,newline,0.0,0.032999999821186066,0.032999999821186066,inf,llama,15,32x
76,907,newline,0.012000000104308128,0.04500000178813934,0.032999999821186066,3.750000116415321,llama,15,32x
46,72685,endheader,0.0,0.03200000151991844,0.03200000151991844,inf,llama,15,32x
77,19618,newline,0.013000000268220901,0.04500000178813934,0.03200000151991844,3.461538527667874,llama,15,32x
79,79186,newline,0.0,0.03200000151991844,0.03200000151991844,inf,llama,15,32x
78,95198,newline,0.0,0.03200000151991844,0.03200000151991844,inf,llama,15,32x
80,17719,newline,0.00800000037997961,0.03999999910593033,0.03199999779462814,4.999999650754051,llama,15,32x
81,16668,newline,0.15199999511241913,0.18299999833106995,0.031000003218650818,1.2039473961543434,llama,15,32x
83,125151,newline,0.0010000000474974513,0.03200000151991844,0.03100000135600567,32.0,llama,15,32x
82,46632,newline,0.0010000000474974513,0.03200000151991844,0.03100000135600567,32.0,llama,15,32x
84,59758,newline,0.0010000000474974513,0.03200000151991844,0.03100000135600567,32.0,llama,15,32x
85,122025,newline,0.0010000000474974513,0.03200000151991844,0.03100000135600567,32.0,llama,15,32x
86,81646,newline,0.0,0.03099999949336052,0.03099999949336052,inf,llama,15,32x
47,127826,endheader,0.0,0.03099999949336052,0.03099999949336052,inf,llama,15,32x
87,21578,newline,0.0,0.03099999949336052,0.03099999949336052,inf,llama,15,32x
88,1170,newline,0.05000000074505806,0.08100000023841858,0.03099999949336052,1.6199999806284908,llama,15,32x
49,31178,asst,0.0,0.03099999949336052,0.03099999949336052,inf,llama,15,32x
48,83893,endheader,0.0,0.029999999329447746,0.029999999329447746,inf,llama,15,32x
49,80420,endheader,0.0,0.029999999329447746,0.029999999329447746,inf,llama,15,32x
90,105737,newline,0.0,0.029999999329447746,0.029999999329447746,inf,llama,15,32x
89,125478,newline,0.0,0.029999999329447746,0.029999999329447746,inf,llama,15,32x
91,45746,newline,0.05700000002980232,0.0860000029206276,0.02900000289082527,1.5087719802747839,llama,15,32x
94,83893,newline,0.010999999940395355,0.03999999910593033,0.028999999165534973,3.63636357478859,llama,15,32x
93,104510,newline,0.0,0.028999999165534973,0.028999999165534973,inf,llama,15,32x
50,46632,endheader,0.0,0.028999999165534973,0.028999999165534973,inf,llama,15,32x
95,51520,newline,0.004000000189989805,0.032999999821186066,0.028999999165534973,8.249999563442564,llama,15,32x
92,32856,newline,0.0,0.028999999165534973,0.028999999165534973,inf,llama,15,32x
51,2404,asst,0.0,0.02800000086426735,0.02800000086426735,inf,llama,15,32x
96,5711,newline,0.0,0.02800000086426735,0.02800000086426735,inf,llama,15,32x
50,45719,asst,0.0,0.02800000086426735,0.02800000086426735,inf,llama,15,32x
97,77114,newline,0.008999999612569809,0.03700000047683716,0.02800000086426735,4.111111341067312,llama,15,32x
98,32983,newline,0.0,0.02800000086426735,0.02800000086426735,inf,llama,15,32x
99,94160,newline,0.0,0.02800000086426735,0.02800000086426735,inf,llama,15,32x
52,72614,asst,0.0,0.027000000700354576,0.027000000700354576,inf,llama,15,32x
100,20167,newline,0.0010000000474974513,0.02800000086426735,0.027000000700354576,27.999999534338734,llama,15,32x
51,31918,endheader,0.0010000000474974513,0.02800000086426735,0.027000000700354576,27.999999534338734,llama,15,32x
52,91492,endheader,0.0,0.027000000700354576,0.027000000700354576,inf,llama,15,32x
53,109011,endheader,0.0,0.027000000700354576,0.027000000700354576,inf,llama,15,32x
54,82169,endheader,0.0,0.027000000700354576,0.027000000700354576,inf,llama,15,32x
56,9440,endheader,0.0,0.026000000536441803,0.026000000536441803,inf,llama,15,32x
55,31178,endheader,0.0010000000474974513,0.027000000700354576,0.026000000536441803,26.99999941792342,llama,15,32x
58,57962,endheader,0.0,0.026000000536441803,0.026000000536441803,inf,llama,15,32x
57,109494,endheader,0.0,0.026000000536441803,0.026000000536441803,inf,llama,15,32x
53,114525,asst,0.08500000089406967,0.11100000143051147,0.026000000536441803,1.3058823560348432,llama,15,32x
54,118706,asst,0.0,0.026000000536441803,0.026000000536441803,inf,llama,15,32x
59,58462,endheader,0.0,0.026000000536441803,0.026000000536441803,inf,llama,15,32x
56,119477,asst,0.0020000000949949026,0.027000000700354576,0.02500000037252903,13.49999970896171,llama,15,32x
55,112168,asst,0.0,0.02500000037252903,0.02500000037252903,inf,llama,15,32x
60,126977,endheader,0.0,0.02500000037252903,0.02500000037252903,inf,llama,15,32x
57,73851,asst,0.0,0.024000000208616257,0.024000000208616257,inf,llama,15,32x
62,72914,endheader,0.0,0.024000000208616257,0.024000000208616257,inf,llama,15,32x
61,47673,endheader,0.0010000000474974513,0.02500000037252903,0.024000000208616257,24.999999185092786,llama,15,32x
58,122355,asst,0.0,0.024000000208616257,0.024000000208616257,inf,llama,15,32x
63,98258,endheader,0.0,0.023000000044703484,0.023000000044703484,inf,llama,15,32x
64,4626,endheader,0.0,0.023000000044703484,0.023000000044703484,inf,llama,15,32x
65,16773,endheader,0.0,0.02199999988079071,0.02199999988079071,inf,llama,15,32x
66,37237,endheader,0.0,0.02199999988079071,0.02199999988079071,inf,llama,15,32x
60,37966,asst,0.0,0.020999999716877937,0.020999999716877937,inf,llama,15,32x
59,48638,asst,0.003000000026077032,0.024000000208616257,0.020999999716877937,8.0,llama,15,32x
67,57553,endheader,0.0,0.019999999552965164,0.019999999552965164,inf,llama,15,32x
61,34817,asst,0.0,0.019999999552965164,0.019999999552965164,inf,llama,15,32x
62,117134,asst,0.0,0.019999999552965164,0.019999999552965164,inf,llama,15,32x
70,125478,endheader,0.0,0.01899999938905239,0.01899999938905239,inf,llama,15,32x
69,124765,endheader,0.0,0.01899999938905239,0.01899999938905239,inf,llama,15,32x
68,79746,endheader,0.0,0.01899999938905239,0.01899999938905239,inf,llama,15,32x
72,10868,endheader,0.0,0.017999999225139618,0.017999999225139618,inf,llama,15,32x
63,32436,asst,0.0010000000474974513,0.01899999938905239,0.017999999225139618,18.999998486600887,llama,15,32x
71,69510,endheader,0.0,0.017999999225139618,0.017999999225139618,inf,llama,15,32x
76,95198,endheader,0.0,0.017000000923871994,0.017000000923871994,inf,llama,15,32x
73,69429,endheader,0.0,0.017000000923871994,0.017000000923871994,inf,llama,15,32x
74,129143,endheader,0.0,0.017000000923871994,0.017000000923871994,inf,llama,15,32x
64,106091,asst,0.0,0.017000000923871994,0.017000000923871994,inf,llama,15,32x
75,21578,endheader,0.0,0.017000000923871994,0.017000000923871994,inf,llama,15,32x
67,94768,asst,0.0,0.01600000075995922,0.01600000075995922,inf,llama,15,32x
80,18431,endheader,0.0,0.01600000075995922,0.01600000075995922,inf,llama,15,32x
79,68776,endheader,0.0,0.01600000075995922,0.01600000075995922,inf,llama,15,32x
66,16113,asst,0.0,0.01600000075995922,0.01600000075995922,inf,llama,15,32x
65,19807,asst,0.0,0.01600000075995922,0.01600000075995922,inf,llama,15,32x
78,29271,endheader,0.0,0.01600000075995922,0.01600000075995922,inf,llama,15,32x
77,32418,endheader,0.0,0.01600000075995922,0.01600000075995922,inf,llama,15,32x
81,92801,endheader,0.9710000157356262,0.9869999885559082,0.015999972820281982,1.0164778296199721,llama,15,32x
82,11904,endheader,0.0020000000949949026,0.017000000923871994,0.015000000596046448,8.500000058207657,llama,15,32x
86,81442,endheader,0.0,0.014999999664723873,0.014999999664723873,inf,llama,15,32x
68,58298,asst,0.0,0.014999999664723873,0.014999999664723873,inf,llama,15,32x
69,16912,asst,0.0,0.014999999664723873,0.014999999664723873,inf,llama,15,32x
85,81088,endheader,0.0,0.014999999664723873,0.014999999664723873,inf,llama,15,32x
83,52873,endheader,0.0,0.014999999664723873,0.014999999664723873,inf,llama,15,32x
84,45274,endheader,0.0,0.014999999664723873,0.014999999664723873,inf,llama,15,32x
88,61794,endheader,0.0,0.014000000432133675,0.014000000432133675,inf,llama,15,32x
89,76096,endheader,0.0,0.014000000432133675,0.014000000432133675,inf,llama,15,32x
87,41071,endheader,0.0,0.014000000432133675,0.014000000432133675,inf,llama,15,32x
90,65072,endheader,0.0,0.014000000432133675,0.014000000432133675,inf,llama,15,32x
92,117705,endheader,0.0,0.014000000432133675,0.014000000432133675,inf,llama,15,32x
70,22324,asst,0.0,0.014000000432133675,0.014000000432133675,inf,llama,15,32x
91,96476,endheader,0.0,0.014000000432133675,0.014000000432133675,inf,llama,15,32x
93,64497,endheader,0.0,0.014000000432133675,0.014000000432133675,inf,llama,15,32x
97,3315,endheader,0.0,0.013000000268220901,0.013000000268220901,inf,llama,15,32x
98,66409,endheader,0.0,0.013000000268220901,0.013000000268220901,inf,llama,15,32x
71,65718,asst,0.0,0.013000000268220901,0.013000000268220901,inf,llama,15,32x
72,81579,asst,0.004000000189989805,0.017000000923871994,0.013000000268220901,4.250000029103829,llama,15,32x
73,71868,asst,0.0,0.013000000268220901,0.013000000268220901,inf,llama,15,32x
95,119275,endheader,0.0,0.013000000268220901,0.013000000268220901,inf,llama,15,32x
96,112168,endheader,0.0,0.013000000268220901,0.013000000268220901,inf,llama,15,32x
94,28022,endheader,0.0,0.013000000268220901,0.013000000268220901,inf,llama,15,32x
74,64140,asst,0.0,0.012000000104308128,0.012000000104308128,inf,llama,15,32x
100,119998,endheader,0.0,0.012000000104308128,0.012000000104308128,inf,llama,15,32x
99,28886,endheader,0.0,0.012000000104308128,0.012000000104308128,inf,llama,15,32x
75,12426,asst,0.0,0.012000000104308128,0.012000000104308128,inf,llama,15,32x
76,4538,asst,0.0,0.010999999940395355,0.010999999940395355,inf,llama,15,32x
77,4680,asst,0.0020000000949949026,0.013000000268220901,0.010999999940395355,6.499999825377025,llama,15,32x
78,129622,asst,0.0,0.009999999776482582,0.009999999776482582,inf,llama,15,32x
80,82318,asst,0.0,0.008999999612569809,0.008999999612569809,inf,llama,15,32x
82,95198,asst,0.0,0.008999999612569809,0.008999999612569809,inf,llama,15,32x
81,125478,asst,0.0,0.008999999612569809,0.008999999612569809,inf,llama,15,32x
79,90736,asst,0.0,0.008999999612569809,0.008999999612569809,inf,llama,15,32x
83,45274,asst,0.004999999888241291,0.013000000268220901,0.00800000037997961,2.6000001117587113,llama,15,32x
84,50480,asst,0.0020000000949949026,0.009999999776482582,0.007999999448657036,4.999999650754051,llama,15,32x
86,125790,asst,0.0010000000474974513,0.00800000037997961,0.007000000216066837,8.0,llama,15,32x
87,77114,asst,0.006000000052154064,0.013000000268220901,0.007000000216066837,2.166666692536738,llama,15,32x
85,64497,asst,0.0,0.007000000216066837,0.007000000216066837,inf,llama,15,32x
88,1967,asst,0.0,0.007000000216066837,0.007000000216066837,inf,llama,15,32x
89,128427,asst,0.0020000000949949026,0.008999999612569809,0.006999999284744263,4.499999592546393,llama,15,32x
90,24340,asst,0.0,0.006000000052154064,0.006000000052154064,inf,llama,15,32x
91,52747,asst,0.0,0.006000000052154064,0.006000000052154064,inf,llama,15,32x
96,49307,asst,0.0,0.004999999888241291,0.004999999888241291,inf,llama,15,32x
95,126067,asst,0.0,0.004999999888241291,0.004999999888241291,inf,llama,15,32x
94,83708,asst,0.0020000000949949026,0.007000000216066837,0.004999999888241291,3.4999999417923418,llama,15,32x
93,56979,asst,0.0,0.004999999888241291,0.004999999888241291,inf,llama,15,32x
92,108690,asst,0.0,0.004999999888241291,0.004999999888241291,inf,llama,15,32x
97,104758,asst,0.0,0.004999999888241291,0.004999999888241291,inf,llama,15,32x
98,28955,asst,0.0,0.004999999888241291,0.004999999888241291,inf,llama,15,32x
99,9088,asst,0.0,0.004999999888241291,0.004999999888241291,inf,llama,15,32x
100,25347,asst,0.0,0.004000000189989805,0.004000000189989805,inf,llama,15,32x
