rank,feature_id,token,active_mean_base,active_mean_chat,active_mean_diff,link
87,19698,asst,3.390625,0.0,-3.390625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/19698
88,59501,asst,3.3828125,0.0,-3.3828125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/59501
89,39921,asst,3.375580310821533,0.0,-3.375580310821533,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/39921
58,154,endheader,3.375,0.0,-3.375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/154
59,112152,endheader,3.34375,0.0,-3.34375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/112152
90,112152,asst,3.34375,0.0,-3.34375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/112152
92,31864,asst,3.328125,0.0,-3.328125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31864
91,83140,asst,3.328125,0.0,-3.328125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/83140
60,31864,endheader,3.328125,0.0,-3.328125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31864
61,83140,endheader,3.328125,0.0,-3.328125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/83140
93,41325,asst,3.328125,0.0,-3.328125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41325
62,44532,endheader,3.3170900344848633,0.0,-3.3170900344848633,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/44532
63,52206,endheader,3.315089702606201,0.0,-3.315089702606201,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52206
94,49254,asst,3.3125,0.0,-3.3125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49254
95,34883,asst,3.3125,0.0,-3.3125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/34883
64,49254,endheader,3.3125,0.0,-3.3125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49254
97,3380,asst,3.296875,0.0,-3.296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/3380
