filenames,role_path_lengths,trait_path_lengths,role_max_jump,trait_max_jump,role_pc1_path_length,role_pc1_max_jump
therapy_persona11_topic11,1832.2763418356324,1196.3811034093223,155.5392470795306,98.61686967093065,118.28429958397408,37.47827166924124
therapy_persona11_topic10,1648.3134380101858,1026.3101279929022,116.95243082433801,76.7954499002782,96.17859563900842,21.516916427856586
therapy_persona11_topic1,2361.9374535534434,1521.6911459421874,135.17657066861872,85.66187433322136,49.198092280657995,15.728018220908192
therapy_persona11_topic0,1692.211678188881,1101.988598945506,113.38400689063012,73.98381571812381,67.04639040173299,11.798037915687864
therapy_persona10_topic9,1516.507189683316,964.5254150488852,160.91287553662815,104.40632601655625,105.05048796545503,31.057998765788607
therapy_persona10_topic8,2209.2509598818697,1443.3927132131778,92.92494308673001,64.88673110275296,88.46233803355116,13.63430397837552
therapy_persona10_topic7,1529.0102017497295,1015.2246397034615,144.98540251223622,86.82825742110855,76.69046977372946,26.520660178674852
therapy_persona10_topic6,1922.7187585268057,1174.752208609771,148.0531590061065,98.66866902049942,105.4378058299358,29.374533400300614
therapy_persona10_topic5,1772.244892633617,1151.1005639839314,116.17263879832807,67.47847298156928,78.71133780666479,24.575929586498923
therapy_persona10_topic4,2002.0568635019483,1292.1506338909578,138.7700708131625,88.87744268617332,92.84314592650799,21.959303967826052
therapy_persona10_topic3,1729.438932767555,1132.3013891869623,161.60980639216675,101.85559307688327,79.34862443395448,24.246750056529805
therapy_persona10_topic2,2031.329662475785,1303.1539517972085,132.30172777735933,84.59378679623264,140.7324653091572,30.529213772916076
therapy_persona10_topic19,1998.9407122609125,1311.8208564859317,167.31931474511953,106.62714364782242,227.04561616611593,61.713067095165165
therapy_persona10_topic18,1768.5857169875371,1143.72892078447,236.61403118505024,158.93393475048273,122.63278127074423,28.138205231333103
therapy_persona10_topic17,1658.1724087939256,1097.631114723706,183.32570929644515,117.49734387117073,64.94127804512848,38.07254311099587
therapy_persona10_topic16,2173.9775032251487,1449.2081900976575,124.87962423998727,78.67203085558523,105.32538475322711,14.351985202221488
therapy_persona10_topic15,1715.8579367818998,1096.1745638143293,195.56108863897828,133.38373203072243,136.57474255378995,58.2232268646961
therapy_persona10_topic14,1929.9644680049344,1233.8717143483534,145.01414699009044,90.64889901672484,51.1446669682409,10.586206526669697
therapy_persona10_topic13,1993.1472291349007,1277.799702165864,126.5325051419439,79.44380636830189,134.6313710635792,33.19612726183073
therapy_persona10_topic12,2016.3719590206483,1316.41716349326,168.2058247569288,111.21467127375192,151.97513397320364,42.36199044214559
therapy_persona10_topic11,1778.6551823191453,1127.7931126343217,152.39120280801754,92.4681108601825,49.09855183656859,12.448057873225498
therapy_persona10_topic10,1648.005568830819,1042.9813191040928,145.23018823740168,92.92889971760407,105.17874724266036,19.866651012305734
therapy_persona10_topic1,1654.8212400013513,1093.1159897503098,260.3055574101959,173.1769238679908,67.53426379523998,16.198773216809997
therapy_persona10_topic0,1955.664281168516,1269.2376495118992,120.872285847027,71.31371386074278,79.93652523283464,10.496616604236879
philosophy_persona19_topic9,1272.0392101342122,741.6330605189092,193.2235786293385,124.26762194310753,45.74084516180636,8.161075961880606
philosophy_persona19_topic8,1577.2426110007186,1009.9488645229984,146.5895002212326,106.09703949991041,53.624900886581685,9.21492349997518
philosophy_persona19_topic7,1296.8263984200023,798.3217348262965,148.373970803273,93.6778197853586,129.18355146864332,20.10165981289531
philosophy_persona19_topic6,937.0370422970198,560.456149719154,176.39393413159326,105.60831927630794,86.05188628189548,13.774491114689223
philosophy_persona19_topic5,1261.6086343419488,785.5444899703125,244.19041948932323,160.76443381668784,41.39989854864286,6.457659938702551
philosophy_persona19_topic4,1058.82027773478,684.3129445916248,184.10866061111363,124.77473105472603,69.87903290816057,12.248748097997227
philosophy_persona19_topic3,777.5817604462158,475.1219520787941,199.37905751472505,137.31709291691345,53.16591382066949,10.551998559039516
philosophy_persona19_topic2,950.6218388803112,633.2499379931045,176.2815419741853,118.26723300489418,112.83061521159232,18.981448784975463
philosophy_persona19_topic19,1165.0892473784286,742.1497143532463,203.55171732603316,126.60661982428952,84.72279441493367,16.46319386303723
philosophy_persona19_topic18,596.5848535588282,359.52283461423986,155.78449411228817,104.93083544529716,107.699388872575,18.97946099924814
philosophy_persona19_topic17,1354.9242171755166,851.9964367740965,166.01848199363542,101.72150986791725,53.33387162394941,11.092948513958309
philosophy_persona19_topic16,1551.274228409168,981.9175912497208,196.99446362578308,132.70839728071962,106.73481325814731,21.045710359332315
philosophy_persona19_topic15,1219.752294140857,751.4461420309308,188.90204361809722,116.11469213814777,50.74246464663212,16.347176933525375
philosophy_persona19_topic14,925.2419327954302,588.5587130582567,204.56942722838681,131.97933317814645,89.76311202109802,26.04438796025138
philosophy_persona19_topic13,1318.299037446893,821.3191622622571,198.20879233336424,132.1280309224241,85.04913758191013,11.98870362735354
philosophy_persona19_topic12,1096.8361520689778,644.2392187956502,163.28642840551282,110.21592663483023,94.47427885922723,15.662351465043253
philosophy_persona19_topic11,1379.5522953655714,915.0565488937492,199.48413745665306,120.61835364162225,91.0671185213602,17.776085391558773
philosophy_persona19_topic10,938.5088478175564,568.3150875118117,150.3064237229072,99.41432275396811,97.57949481451872,14.386101292624643
philosophy_persona19_topic1,1008.6953536388968,674.9935220461998,209.14716539125465,136.0565716269586,51.33342170304706,8.584306499408768
philosophy_persona19_topic0,1041.471849827829,614.3583757773354,143.99360155043865,91.43519262315266,95.69181617605318,16.34210852104773
philosophy_persona18_topic9,1123.381999892746,707.0818360029477,172.92999599883254,113.61814415935024,114.56328405532976,28.15895134525243
philosophy_persona18_topic8,1179.8998671842994,743.9551285102211,210.63998387792722,146.89229596192737,83.55514767804105,15.578677392529187
philosophy_persona18_topic7,1217.0811155821875,742.7953402402551,155.95330115062828,99.02047567211054,59.05619405574582,12.11355369768875
philosophy_persona18_topic6,1074.1043503195071,653.8764068073449,199.90208985546624,134.7755112007077,165.4073677656737,25.17643999982097
philosophy_persona18_topic5,1585.4846073394883,1027.489249263024,356.9193210110249,231.75818134032878,133.24239453771753,23.633277552280227
