filenames,role_path_length,trait_path_length,role_max_jump,trait_max_jump,role_pc1_path_length,role_pc1_max_jump
philosophy_persona17_topic17,670.261679266824,429.2544832397182,85.7043273643893,56.723378136710046,110.93258351700372,27.641088438557
philosophy_persona17_topic16,408.8323991863707,282.83107392147843,87.53026602703741,64.90142757893152,77.90328274877243,26.138607068673245
philosophy_persona17_topic15,485.31242211619735,299.99143753369793,76.34600408093226,48.7154152782565,31.202097339177598,13.059614708198925
philosophy_persona17_topic14,734.3177111667524,478.3090536060224,94.56131760145277,59.49167741101535,87.01661831973838,19.11989559057613
philosophy_persona17_topic13,597.4055464406902,383.27447250269347,86.89436945198267,55.39048789459825,66.56953591071503,24.47539919919054
philosophy_persona17_topic12,379.30949515712524,230.23753862247113,74.36204707815953,46.76297779523708,12.89317008791838,4.061758192127856
philosophy_persona17_topic11,949.8547779200261,629.051686854792,117.05834309878743,80.5994562241737,210.206092210795,48.122310740453486
philosophy_persona17_topic10,793.570327994783,542.0935289023491,112.46670234093463,73.63493714424422,135.51819896524694,25.171638097369005
philosophy_persona17_topic1,318.69177020337384,205.43032724850315,53.14184202056607,35.792146019465356,35.83684386488389,9.357832049839118
philosophy_persona17_topic0,724.9918207879276,469.3956966345912,110.25246920107877,75.99175003252013,59.39294725255453,17.05134840177209
philosophy_persona16_topic9,340.7064691704633,219.58149362812074,71.26975023024639,48.72334666763863,23.256457468753204,8.319783519915706
philosophy_persona16_topic8,401.8186312213522,252.40862491742243,77.53002095492263,51.50102342690433,9.457464243988184,2.57408304315242
philosophy_persona16_topic7,363.81143817003976,227.38055891135537,54.20231990473535,35.5009929787273,32.128427945517544,9.10046246405302
philosophy_persona16_topic6,476.75129479278223,296.9734405552282,50.67053719633224,31.04275279109827,28.3917230904121,4.130254008308734
philosophy_persona16_topic5,552.0139565488108,361.20387188604025,82.7997856980497,56.777748691419966,93.03570834948407,27.371903114971833
philosophy_persona16_topic4,286.7598131901786,177.61636248175907,47.63655984930926,29.850275201044838,12.73034400445712,3.0574017637936475
philosophy_persona16_topic3,311.89594593159984,183.92448647392243,68.3912631251433,39.54087501005096,13.00701436534106,3.1379550903295996
philosophy_persona16_topic2,685.800045280668,418.4700742146007,104.82018135456404,67.21099010632348,37.9317791260446,7.355572004689801
philosophy_persona16_topic19,461.39254159936036,288.3720230445454,93.00098521680998,54.60888109470199,23.244328094495962,6.84792033395521
philosophy_persona16_topic18,553.3190673375315,336.56170444291325,64.22325505182427,40.944165953310886,14.743481870661974,2.3984341912926226
philosophy_persona16_topic17,755.1661158291515,494.0388304456634,90.01890899425246,59.315897208797395,81.04142782794165,15.191226217603878
philosophy_persona16_topic16,357.2081037925254,217.5052425767465,66.49518416108123,39.489604668258714,12.044143554087043,3.7448410826256975
philosophy_persona16_topic15,255.3274553129811,154.97257679964278,60.9357885132843,34.63206156883573,19.758516656487807,5.998824082284941
philosophy_persona16_topic14,414.6553697298922,256.4308206303062,50.07541443808568,31.108207528723323,17.12683077292157,3.55440578770736
philosophy_persona16_topic13,375.1198813523705,243.40228616866602,73.56658238028588,47.9141473784006,42.39275455597907,8.317792586692118
philosophy_persona16_topic12,885.5316946697573,566.9704255789657,124.06550780803558,76.89087891834039,81.79049090318081,21.93858741372191
philosophy_persona16_topic11,470.28014165584165,289.11020735545213,69.57178097576995,43.58702545658952,19.341473850120586,3.6093005835563776
philosophy_persona16_topic10,478.84439691550256,302.8847570869529,64.93292388563475,43.222004696572135,18.670199608332723,4.76084330325747
philosophy_persona16_topic1,774.3547467512757,521.2704513620425,89.28093642836461,64.02064820207444,85.29697181338298,23.78801126915706
philosophy_persona16_topic0,261.1457577174837,165.43096061816763,49.58484943448206,32.49791310268792,12.698935736814672,7.4267012310064136
philosophy_persona15_topic9,624.3215376405612,374.2436234093018,96.46610002316851,58.38142553898642,82.70129188686654,26.767187303836234
philosophy_persona15_topic8,866.512651144435,546.1558624773136,133.2670094899088,90.99088039514983,163.18031852352541,60.860586060830755
philosophy_persona15_topic7,1069.3139579108788,671.0234214535374,258.23111524304124,169.6101027048031,112.45138565948527,34.56613473336013
philosophy_persona15_topic6,994.2186683945032,630.0935571969909,111.84191480490664,71.08358153394404,144.67830562390364,37.61689790639613
philosophy_persona15_topic5,658.4489109769356,423.18873105184093,74.55294397152228,48.96260881613766,68.12565316674217,17.194895822403872
philosophy_persona15_topic4,847.710692213061,521.7696230200372,95.8241662493438,60.688178694105105,97.76781501535123,26.70108591102101
philosophy_persona15_topic3,773.1772002382053,465.3769903227378,104.33732219187964,65.4398009130208,90.52163784033492,32.53549411202267
philosophy_persona15_topic2,609.1581951412776,359.83806064437226,95.49612802012736,58.29622848773391,32.00507777447364,5.677189031041246
