label,projection,distance
pos_p1_q165,40.00530512017489,0.0053051201748886
pos_p1_q183,39.98050326876194,0.019496731238056952
pos_p4_q193,39.97012108886517,0.029878911134829877
pos_p1_q181,39.97000542754116,0.02999457245883974
pos_p3_q170,40.03369496518113,0.03369496518112669
pos_p3_q234,39.95704964880855,0.04295035119145041
pos_p2_q51,40.08138945959319,0.08138945959318988
pos_p0_q28,39.90983755768397,0.09016244231602855
pos_p4_q45,39.8561323402924,0.1438676597076025
pos_p1_q229,39.827643398053056,0.17235660194694447
pos_p4_q165,39.82734543610066,0.17265456389934286
pos_p2_q113,40.20319080889188,0.20319080889188257
pos_p3_q28,39.7598675607433,0.2401324392566977
pos_p4_q112,39.72798680328936,0.2720131967106383
pos_p0_q98,40.29808799888229,0.29808799888228776
pos_p0_q106,39.6802414246063,0.3197585753936991
pos_p2_q224,40.368653374064145,0.3686533740641451
pos_p3_q57,39.62122143399556,0.37877856600444204
pos_p4_q202,39.61914905812102,0.3808509418789825
pos_p1_q68,39.59287607603979,0.40712392396020647
pos_p2_q98,39.570882857081735,0.4291171429182654
pos_p4_q19,40.42951273914824,0.42951273914823673
pos_p4_q189,40.429545515484065,0.4295455154840653
pos_p4_q18,40.43613603781722,0.43613603781722077
pos_p4_q66,39.54810787409989,0.45189212590010897
pos_p3_q108,39.53642866134363,0.46357133865637223
pos_p3_q22,40.4732060332582,0.4732060332582009
pos_p3_q120,40.481135363050534,0.4811353630505337
pos_p1_q155,39.51629765494827,0.48370234505173215
pos_p2_q59,39.4960244892985,0.5039755107015012
pos_p2_q1,39.47769804324412,0.5223019567558822
pos_p4_q74,40.52370236979549,0.5237023697954868
pos_p0_q203,40.52834982283081,0.5283498228308119
pos_p1_q93,40.53280050351668,0.5328005035166825
pos_p3_q214,40.54269292147608,0.5426929214760818
pos_p4_q54,40.5446931998779,0.5446931998778979
pos_p4_q3,39.41472040859207,0.5852795914079323
pos_p4_q101,39.399398062494264,0.6006019375057363
pos_p1_q29,40.610853812971776,0.6108538129717758
pos_p4_q167,39.383675446865944,0.6163245531340564
pos_p0_q213,39.364920058975116,0.635079941024884
pos_p0_q129,40.65109077937735,0.6510907793773484
pos_p3_q81,39.33941937198562,0.6605806280143796
pos_p4_q187,40.67398137935125,0.6739813793512468
pos_p0_q36,39.313005216471296,0.6869947835287036
pos_p2_q61,40.687743781164734,0.687743781164734
pos_p1_q19,40.695204892428414,0.6952048924284142
pos_p4_q237,40.69991071405908,0.6999107140590795
pos_p1_q33,40.71777497440135,0.7177749744013511
pos_p3_q30,39.26789429922259,0.7321057007774101
pos_p4_q49,40.75533406662869,0.7553340666286914
pos_p1_q195,40.76124130568381,0.7612413056838108
pos_p1_q81,40.77185495103635,0.771854951036353
pos_p0_q118,39.22670936721646,0.7732906327835423
pos_p0_q183,39.21855850319959,0.7814414968004115
pos_p3_q123,39.21301617030886,0.7869838296911382
pos_p0_q147,40.79288345418812,0.7928834541881216
pos_p0_q215,39.20231021647188,0.7976897835281207
pos_p4_q94,39.18689407396219,0.8131059260378066
pos_p4_q169,40.81400286600125,0.8140028660012533
pos_p3_q9,39.178350735685896,0.8216492643141038
pos_p2_q110,40.84093487188275,0.8409348718827516
pos_p0_q84,40.84609775447986,0.8460977544798567
pos_p4_q31,39.14973643758471,0.850263562415293
pos_p0_q151,40.85383636772771,0.853836367727709
pos_p2_q123,40.85882368703951,0.8588236870395107
pos_p1_q187,39.1338285077583,0.8661714922416976
pos_p2_q107,39.13224843147329,0.8677515685267068
pos_p2_q235,39.099642012104525,0.9003579878954753
pos_p4_q224,40.904269999284836,0.9042699992848355
pos_p1_q5,39.0928874710653,0.9071125289346966
pos_p0_q22,40.91952897632092,0.9195289763209189
pos_p2_q185,39.07363255099217,0.9263674490078273
pos_p2_q24,40.92697772184414,0.9269777218441391
pos_p0_q206,40.9272087052696,0.9272087052695994
pos_p0_q204,40.93797277487425,0.9379727748742468
pos_p1_q105,39.04462130456557,0.9553786954344332
pos_p2_q11,40.96627080402646,0.9662708040264576
pos_p3_q142,40.97502617621745,0.9750261762174475
pos_p4_q208,40.9785592551535,0.978559255153499
pos_p4_q132,40.99108447053217,0.9910844705321722
pos_p4_q4,38.98130870996207,1.0186912900379284
pos_p1_q63,38.97874720256394,1.0212527974360626
pos_p4_q73,41.033224951182774,1.033224951182774
pos_p2_q13,38.94785117530697,1.0521488246930275
pos_p2_q227,41.06738012643566,1.0673801264356584
pos_p4_q190,41.08365889099471,1.0836588909947125
